Location,Time,Day of Week,Number of Drinks,Number of Pastries,Total Bill,Age
Dubai Mall,Morning,Tuesday,3,1,18,31
Dubai Mall,Morning,Tuesday,2,1,13,31
Dubai Mall,Evening,Sunday,4,8,44,31
Dubai Mall,Afternoon,Sunday,4,4,32,31
Dubai Mall,Evening,Thursday,2,2,16,32
Dubai Mall,Morning,Monday,2,0,10,32
Dubai Mall,Morning,Wednesday,2,1,13,32
Dubai Mall,Morning,Saturday,16,4,92,32
Dubai Mall,Evening,Tuesday,3,0,15,32
Dubai Mall,Evening,Thursday,3,2,21,33
Dubai Mall,Evening,Saturday,4,4,32,33
Dubai Mall,Evening,Sunday,12,4,72,33
Dubai Mall,Afternoon,Friday,4,8,44,33
Dubai Mall,Evening,Wednesday,3,2,21,33
Dubai Mall,Morning,Tuesday,4,1,23,33
Dubai Mall,Evening,Monday,3,0,15,33
Dubai Mall,Morning,Sunday,8,8,64,34
Dubai Mall,Afternoon,Friday,12,4,72,34
Dubai Mall,Morning,Wednesday,3,1,18,34
Dubai Mall,Evening,Thursday,1,1,8,34
Dubai Mall,Evening,Wednesday,2,0,10,34
Dubai Mall,Evening,Saturday,4,4,32,34
Dubai Mall,Afternoon,Friday,16,8,104,34
Dubai Mall,Morning,Tuesday,4,2,26,34
Dubai Mall,Evening,Wednesday,2,0,10,34
Dubai Mall,Morning,Monday,4,1,23,34
Dubai Mall,Afternoon,Saturday,12,8,84,34
Dubai Mall,Evening,Friday,12,4,72,35
Dubai Mall,Morning,Tuesday,4,2,26,35
Dubai Mall,Afternoon,Tuesday,2,2,16,35
Dubai Mall,Afternoon,Sunday,8,8,64,35
Dubai Mall,Morning,Wednesday,3,2,21,35
Dubai Mall,Afternoon,Tuesday,2,1,13,35
Dubai Mall,Morning,Saturday,16,4,92,36
Dubai Mall,Morning,Thursday,4,1,23,36
Dubai Mall,Afternoon,Thursday,3,1,18,36
Dubai Mall,Afternoon,Sunday,8,0,40,36
Dubai Mall,Afternoon,Wednesday,1,1,8,36
Dubai Mall,Afternoon,Thursday,1,2,11,37
Dubai Mall,Afternoon,Tuesday,4,1,23,37
Dubai Mall,Afternoon,Wednesday,1,2,11,37
Dubai Mall,Morning,Friday,12,8,84,37
Dubai Mall,Afternoon,Saturday,8,0,40,37
Dubai Mall,Evening,Monday,2,2,16,37
Dubai Mall,Afternoon,Thursday,2,2,16,37
Dubai Mall,Morning,Wednesday,4,0,20,37
Dubai Mall,Morning,Monday,1,0,5,38
Dubai Mall,Morning,Thursday,1,2,11,38
Dubai Mall,Morning,Sunday,12,0,60,38
Dubai Mall,Evening,Friday,16,4,92,38
Dubai Mall,Morning,Sunday,4,4,32,38
Dubai Mall,Afternoon,Friday,8,4,52,38
Dubai Mall,Morning,Thursday,1,0,5,38
Dubai Mall,Morning,Friday,12,0,60,38
Dubai Mall,Evening,Saturday,4,0,20,39
Dubai Mall,Morning,Thursday,4,2,26,39
Dubai Mall,Evening,Monday,2,2,16,39
Dubai Mall,Afternoon,Monday,3,0,15,39
Dubai Mall,Afternoon,Thursday,2,0,10,39
Dubai Mall,Evening,Wednesday,1,0,5,39
Dubai Mall,Morning,Wednesday,1,2,11,39
Dubai Mall,Morning,Thursday,3,0,15,39
Dubai Mall,Afternoon,Monday,2,1,13,39
Dubai Mall,Morning,Monday,2,0,10,39
Dubai Mall,Afternoon,Thursday,1,1,8,39
Dubai Mall,Evening,Monday,1,2,11,40
Dubai Mall,Afternoon,Wednesday,1,2,11,40
Dubai Mall,Morning,Tuesday,3,0,15,40
Dubai Mall,Morning,Tuesday,4,1,23,40
Dubai Mall,Evening,Wednesday,1,2,11,40
Dubai Mall,Evening,Friday,12,0,60,40
Dubai Mall,Afternoon,Monday,3,1,18,40
Dubai Mall,Evening,Wednesday,4,1,23,40
Dubai Mall,Evening,Saturday,12,4,72,40
Dubai Mall,Morning,Friday,16,8,104,41
Dubai Mall,Afternoon,Thursday,4,0,20,41
Dubai Mall,Afternoon,Tuesday,3,0,15,41
Dubai Mall,Afternoon,Sunday,12,8,84,41
Dubai Mall,Morning,Wednesday,1,1,8,41
Dubai Mall,Afternoon,Friday,16,0,80,41
Dubai Mall,Evening,Monday,1,1,8,41
Dubai Mall,Evening,Thursday,1,1,8,41
Dubai Mall,Evening,Saturday,12,4,72,41
Dubai Mall,Evening,Saturday,16,0,80,41
Dubai Mall,Afternoon,Monday,3,2,21,41
Dubai Mall,Afternoon,Tuesday,3,1,18,42
Dubai Mall,Afternoon,Monday,1,2,11,42
Dubai Mall,Morning,Friday,4,8,44,43
Dubai Mall,Evening,Saturday,16,0,80,43
Dubai Mall,Afternoon,Thursday,1,0,5,43
Dubai Mall,Morning,Saturday,8,8,64,43
Dubai Mall,Afternoon,Thursday,4,2,26,43
Dubai Mall,Evening,Thursday,4,0,20,43
Dubai Mall,Evening,Wednesday,3,2,21,43
Dubai Mall,Afternoon,Friday,4,0,20,43
Dubai Mall,Afternoon,Wednesday,1,2,11,43
Dubai Mall,Morning,Friday,4,4,32,44
Dubai Mall,Evening,Friday,12,8,84,44
Dubai Mall,Afternoon,Tuesday,4,0,20,44
Dubai Mall,Evening,Sunday,8,8,64,44
Dubai Mall,Evening,Tuesday,4,0,20,44
Dubai Mall,Evening,Thursday,4,0,20,44
Dubai Mall,Morning,Friday,8,8,64,45
Dubai Mall,Evening,Wednesday,4,2,26,45
Dubai Mall,Afternoon,Thursday,2,2,16,45
Dubai Mall,Morning,Saturday,8,0,40,45
Dubai Mall,Morning,Saturday,12,4,72,45
Dubai Mall,Evening,Saturday,4,4,32,45
Dubai Mall,Evening,Friday,4,8,44,45
Dubai Mall,Afternoon,Thursday,3,0,15,45
Dubai Mall,Morning,Friday,8,8,64,45
Dubai Mall,Afternoon,Saturday,8,8,64,45
Dubai Mall,Morning,Wednesday,4,1,23,45
Dubai Mall,Morning,Sunday,12,8,84,46
Dubai Mall,Morning,Wednesday,2,1,13,46
Dubai Mall,Morning,Monday,2,2,16,46
Dubai Mall,Morning,Wednesday,3,0,15,46
Dubai Mall,Morning,Monday,2,1,13,46
Dubai Mall,Morning,Sunday,12,0,60,47
Dubai Mall,Evening,Sunday,4,4,32,47
Dubai Mall,Afternoon,Sunday,12,8,84,47
Dubai Mall,Morning,Sunday,4,4,32,47
Dubai Mall,Evening,Tuesday,1,0,5,47
Dubai Mall,Evening,Thursday,3,0,15,47
Dubai Mall,Morning,Wednesday,2,2,16,47
Dubai Mall,Morning,Monday,4,1,23,47
Dubai Mall,Afternoon,Sunday,16,0,80,47
Dubai Mall,Afternoon,Wednesday,4,2,26,47
Dubai Mall,Morning,Tuesday,3,1,18,47
Dubai Mall,Morning,Sunday,12,8,84,47
Dubai Mall,Afternoon,Monday,1,2,11,47
Dubai Mall,Afternoon,Saturday,12,8,84,48
Dubai Mall,Morning,Tuesday,4,1,23,48
Dubai Mall,Afternoon,Friday,16,0,80,48
Dubai Mall,Evening,Monday,3,1,18,48
Dubai Mall,Afternoon,Tuesday,4,2,26,48
Dubai Mall,Afternoon,Monday,2,0,10,49
Dubai Mall,Afternoon,Tuesday,2,2,16,49
Dubai Mall,Afternoon,Sunday,16,8,104,49
Dubai Mall,Morning,Monday,4,2,26,49
Dubai Mall,Morning,Sunday,12,8,84,49
Dubai Mall,Evening,Friday,4,8,44,49
Dubai Mall,Evening,Thursday,1,2,11,49
Dubai Mall,Afternoon,Saturday,8,0,40,50
Dubai Mall,Afternoon,Saturday,16,0,80,50
Dubai Mall,Evening,Tuesday,4,1,23,50
Dubai Mall,Evening,Thursday,4,0,20,50
Dubai Mall,Afternoon,Friday,8,8,64,50
Dubai Mall,Morning,Monday,2,0,10,50
Dubai Mall,Morning,Sunday,16,4,92,50
Dubai Mall,Morning,Saturday,8,8,64,50
Dubai Mall,Evening,Thursday,4,2,26,50
Dubai Mall,Evening,Wednesday,2,0,10,50
Dubai Mall,Evening,Tuesday,2,0,10,50
Dubai Mall,Evening,Thursday,4,2,26,51
Dubai Mall,Afternoon,Saturday,12,0,60,51
Dubai Mall,Evening,Tuesday,3,1,18,51
Dubai Mall,Evening,Wednesday,4,2,26,51
Dubai Mall,Afternoon,Saturday,16,4,92,51
Dubai Mall,Morning,Friday,12,0,60,51
Dubai Mall,Morning,Wednesday,4,2,26,51
Dubai Mall,Evening,Monday,1,1,8,51
Dubai Mall,Evening,Monday,2,0,10,52
Dubai Mall,Morning,Wednesday,1,0,5,52
Dubai Mall,Evening,Wednesday,3,1,18,52
Dubai Mall,Afternoon,Tuesday,3,2,21,52
Dubai Mall,Afternoon,Saturday,12,4,72,52
Dubai Mall,Morning,Wednesday,2,1,13,52
Dubai Mall,Morning,Tuesday,2,0,10,52
Dubai Mall,Morning,Monday,2,1,13,52
Dubai Mall,Afternoon,Tuesday,3,1,18,53
Dubai Mall,Morning,Monday,4,0,20,53
Dubai Mall,Evening,Sunday,16,0,80,53
Dubai Mall,Morning,Monday,1,2,11,53
Dubai Mall,Afternoon,Monday,3,2,21,53
Dubai Mall,Evening,Wednesday,3,0,15,53
Dubai Mall,Afternoon,Wednesday,3,0,15,54
Dubai Mall,Evening,Friday,16,4,92,54
Dubai Mall,Morning,Saturday,12,4,72,54
Dubai Mall,Afternoon,Sunday,16,4,92,54
Dubai Mall,Evening,Sunday,16,0,80,54
Dubai Mall,Afternoon,Sunday,12,4,72,55
Dubai Mall,Evening,Tuesday,3,0,15,55
Dubai Mall,Evening,Sunday,8,0,40,55
Dubai Mall,Afternoon,Sunday,8,0,40,55
Dubai Mall,Evening,Monday,4,1,23,55
Dubai Mall,Morning,Saturday,8,4,52,55
Dubai Mall,Afternoon,Friday,4,0,20,55
Dubai Mall,Evening,Thursday,4,1,23,55
Dubai Mall,Evening,Sunday,12,8,84,55
Dubai Mall,Morning,Monday,1,2,11,74
Dubai Mall,Morning,Wednesday,1,2,11,63
Dubai Mall,Morning,Saturday,12,4,72,74
Dubai Mall,Morning,Tuesday,2,2,16,82
Dubai Mall,Morning,Thursday,2,2,16,65
Dubai Mall,Morning,Saturday,16,4,92,63
Dubai Mall,Afternoon,Wednesday,2,1,13,59
Dubai Mall,Afternoon,Friday,12,0,60,83
Dubai Mall,Evening,Thursday,2,2,16,74
Dubai Mall,Evening,Saturday,8,0,40,77
Dubai Mall,Morning,Tuesday,4,0,20,79
Dubai Mall,Morning,Thursday,3,2,21,73
Dubai Mall,Afternoon,Monday,4,0,20,81
Dubai Mall,Afternoon,Friday,8,4,52,79
Dubai Mall,Evening,Wednesday,1,1,8,81
Dubai Mall,Evening,Friday,12,0,60,78
Dubai Mall,Afternoon,Wednesday,4,2,26,66
Dubai Mall,Afternoon,Saturday,8,4,52,82
Dubai Mall,Evening,Tuesday,3,2,21,59
Dubai Mall,Evening,Wednesday,1,0,5,71
Dubai Mall,Evening,Friday,8,8,64,81
Dubai Mall,Afternoon,Wednesday,2,2,16,69
Dubai Mall,Evening,Wednesday,3,2,21,72
Dubai Mall,Evening,Friday,8,8,64,81
Dubai Mall,Evening,Saturday,16,0,80,64
Dubai Mall,Morning,Tuesday,2,2,16,61
Dubai Mall,Evening,Saturday,4,4,32,82
Dubai Mall,Evening,Sunday,4,4,32,85
Dubai Mall,Morning,Friday,4,4,32,67
Dubai Mall,Afternoon,Wednesday,3,1,18,56
Dubai Mall,Afternoon,Sunday,12,4,72,64
Dubai Mall,Morning,Wednesday,2,2,16,67
Dubai Mall,Afternoon,Sunday,16,0,80,78
Dubai Mall,Morning,Tuesday,2,2,16,61
Dubai Mall,Afternoon,Wednesday,3,1,18,78
Dubai Mall,Afternoon,Thursday,1,2,11,81
Dubai Mall,Afternoon,Saturday,8,8,64,79
Dubai Mall,Evening,Thursday,2,1,13,59
Dubai Mall,Evening,Friday,4,4,32,72
Dubai Mall,Morning,Monday,1,2,11,70
Dubai Mall,Afternoon,Tuesday,3,1,18,64
Dubai Mall,Afternoon,Wednesday,2,0,10,56
Dubai Mall,Afternoon,Thursday,3,1,18,65
Dubai Mall,Morning,Saturday,16,8,104,67
Dubai Mall,Afternoon,Tuesday,3,2,21,64
Dubai Mall,Afternoon,Wednesday,3,2,21,68
Dubai Mall,Evening,Monday,1,2,11,59
Dubai Mall,Evening,Tuesday,2,2,16,76
Dubai Mall,Morning,Tuesday,1,0,5,73
Dubai Mall,Morning,Sunday,12,8,84,84
Dubai Mall,Evening,Thursday,4,1,23,80
Dubai Mall,Morning,Monday,3,0,15,79
Dubai Mall,Evening,Sunday,16,4,92,82
Dubai Mall,Morning,Saturday,4,4,32,66
Dubai Mall,Afternoon,Wednesday,4,2,26,63
Dubai Mall,Afternoon,Saturday,8,8,64,67
Dubai Mall,Evening,Thursday,1,1,8,68
Dubai Mall,Morning,Friday,4,0,20,73
Dubai Mall,Afternoon,Monday,1,0,5,71
Dubai Mall,Afternoon,Wednesday,1,0,5,67
Dubai Mall,Afternoon,Saturday,16,0,80,79
Dubai Mall,Evening,Tuesday,4,1,23,66
Dubai Mall,Evening,Friday,12,0,60,77
Dubai Mall,Morning,Friday,12,0,60,59
Dubai Mall,Morning,Saturday,16,8,104,74
Dubai Mall,Morning,Sunday,4,8,44,60
Dubai Mall,Afternoon,Tuesday,1,1,8,63
Dubai Mall,Afternoon,Saturday,16,0,80,78
Dubai Mall,Morning,Sunday,16,4,92,67
Dubai Mall,Afternoon,Monday,1,0,5,85
Dubai Mall,Afternoon,Tuesday,3,0,15,73
Dubai Mall,Afternoon,Friday,4,8,44,65
Dubai Mall,Afternoon,Sunday,16,8,104,75
Dubai Mall,Evening,Saturday,4,0,20,76
Dubai Mall,Morning,Wednesday,4,0,20,64
Dubai Mall,Morning,Friday,16,8,104,77
Dubai Mall,Afternoon,Tuesday,1,1,8,76
Dubai Mall,Afternoon,Friday,8,8,64,65
Dubai Mall,Evening,Friday,4,0,20,77
Dubai Mall,Evening,Saturday,16,4,92,57
Dubai Mall,Evening,Sunday,0,0,0,55
Dubai Mall,Morning,Saturday,2,0,10,77
Dubai Mall,Evening,Saturday,1,1,8,64
Dubai Mall,Afternoon,Tuesday,2,1,13,66
Dubai Mall,Evening,Wednesday,0,0,0,84
Dubai Mall,Morning,Friday,2,1,13,76
Dubai Mall,Morning,Thursday,0,1,3,58
Dubai Mall,Morning,Sunday,1,1,8,63
Dubai Mall,Evening,Sunday,2,0,10,66
Dubai Mall,Afternoon,Monday,0,0,0,85
Dubai Mall,Afternoon,Monday,0,0,0,57
Dubai Mall,Evening,Tuesday,1,0,5,82
Dubai Mall,Morning,Wednesday,1,0,5,80
Dubai Mall,Morning,Sunday,1,0,5,64
Dubai Mall,Evening,Thursday,1,1,8,60
Dubai Mall,Morning,Saturday,1,0,5,64
Dubai Mall,Evening,Sunday,1,1,8,78
Dubai Mall,Morning,Friday,2,1,13,66
Dubai Mall,Afternoon,Monday,2,0,10,57
Dubai Mall,Evening,Saturday,1,0,5,62
Dubai Mall,Evening,Friday,1,0,5,61
Dubai Mall,Evening,Saturday,1,0,5,75
Dubai Mall,Morning,Saturday,0,1,3,57
Dubai Mall,Evening,Saturday,1,0,5,59
Dubai Mall,Afternoon,Thursday,1,0,5,58
Dubai Mall,Evening,Sunday,2,0,10,58
Dubai Mall,Morning,Friday,2,0,10,71
Dubai Mall,Afternoon,Thursday,1,0,5,62
Dubai Mall,Afternoon,Saturday,1,0,5,68
Dubai Mall,Evening,Monday,1,0,5,85
Dubai Mall,Evening,Saturday,1,0,5,79
Knowledge Village,Evening,Sunday,1,1,8,16
Knowledge Village,Afternoon,Friday,4,0,20,16
Knowledge Village,Evening,Monday,0,0,0,16
Knowledge Village,Morning,Saturday,0,0,0,16
Knowledge Village,Evening,Tuesday,1,0,5,16
Knowledge Village,Evening,Friday,1,1,8,16
Knowledge Village,Evening,Tuesday,4,2,26,16
Knowledge Village,Morning,Saturday,2,0,10,16
Knowledge Village,Afternoon,Friday,2,1,13,16
Knowledge Village,Morning,Monday,14,4,82,16
Knowledge Village,Morning,Monday,14,4,82,16
Knowledge Village,Evening,Wednesday,4,2,26,17
Knowledge Village,Morning,Saturday,4,3,29,17
Knowledge Village,Morning,Monday,14,0,70,17
Knowledge Village,Evening,Sunday,7,1,38,17
Knowledge Village,Evening,Monday,9,0,45,17
Knowledge Village,Morning,Wednesday,14,9,97,17
Knowledge Village,Afternoon,Friday,7,3,44,17
Knowledge Village,Morning,Sunday,1,3,14,17
Knowledge Village,Evening,Friday,1,1,8,17
Knowledge Village,Morning,Friday,0,1,3,17
Knowledge Village,Morning,Tuesday,9,4,57,17
Knowledge Village,Morning,Thursday,19,0,95,17
Knowledge Village,Evening,Monday,7,2,41,17
Knowledge Village,Afternoon,Tuesday,0,1,3,17
Knowledge Village,Evening,Thursday,2,0,10,17
Knowledge Village,Evening,Friday,7,0,35,17
Knowledge Village,Evening,Friday,3,1,18,17
Knowledge Village,Morning,Monday,1,0,5,17
Knowledge Village,Evening,Monday,0,0,0,17
Knowledge Village,Evening,Monday,2,2,16,18
Knowledge Village,Morning,Saturday,7,3,44,18
Knowledge Village,Morning,Wednesday,14,0,70,18
Knowledge Village,Afternoon,Thursday,9,0,45,18
Knowledge Village,Afternoon,Friday,4,0,20,18
Knowledge Village,Afternoon,Saturday,4,1,23,18
Knowledge Village,Afternoon,Friday,7,0,35,18
Knowledge Village,Evening,Thursday,2,4,22,18
Knowledge Village,Evening,Sunday,1,0,5,18
Knowledge Village,Evening,Wednesday,2,2,16,18
Knowledge Village,Morning,Monday,2,1,13,18
Knowledge Village,Evening,Wednesday,1,0,5,18
Knowledge Village,Morning,Monday,0,0,0,18
Knowledge Village,Afternoon,Monday,14,0,70,18
Knowledge Village,Evening,Saturday,1,0,5,18
Knowledge Village,Afternoon,Monday,2,0,10,18
Knowledge Village,Evening,Wednesday,0,1,3,18
Knowledge Village,Morning,Saturday,0,0,0,18
Knowledge Village,Evening,Monday,0,0,0,18
Knowledge Village,Afternoon,Tuesday,0,1,3,18
Knowledge Village,Morning,Thursday,4,9,47,18
Knowledge Village,Morning,Sunday,7,1,38,18
Knowledge Village,Afternoon,Wednesday,4,4,32,18
Knowledge Village,Morning,Monday,4,0,20,18
Knowledge Village,Evening,Wednesday,2,2,16,18
Knowledge Village,Morning,Friday,1,0,5,18
Knowledge Village,Morning,Wednesday,19,0,95,18
Knowledge Village,Afternoon,Tuesday,9,9,72,18
Knowledge Village,Afternoon,Sunday,7,0,35,18
Knowledge Village,Morning,Tuesday,9,9,72,18
Knowledge Village,Evening,Friday,3,1,18,18
Knowledge Village,Afternoon,Monday,14,4,82,18
Knowledge Village,Afternoon,Thursday,19,9,122,18
Knowledge Village,Evening,Friday,7,0,35,18
Knowledge Village,Evening,Thursday,2,4,22,18
Knowledge Village,Evening,Saturday,4,0,20,18
Knowledge Village,Afternoon,Saturday,7,3,44,18
Knowledge Village,Morning,Wednesday,4,0,20,19
Knowledge Village,Evening,Friday,1,0,5,19
Knowledge Village,Afternoon,Monday,14,9,97,19
Knowledge Village,Afternoon,Saturday,4,3,29,19
Knowledge Village,Morning,Sunday,4,0,20,19
Knowledge Village,Afternoon,Sunday,1,3,14,19
Knowledge Village,Afternoon,Wednesday,9,9,72,19
Knowledge Village,Evening,Wednesday,1,0,5,19
Knowledge Village,Evening,Sunday,7,1,38,19
Knowledge Village,Afternoon,Sunday,1,0,5,19
Knowledge Village,Morning,Tuesday,4,0,20,19
Knowledge Village,Afternoon,Sunday,0,0,0,19
Knowledge Village,Afternoon,Friday,4,1,23,19
Knowledge Village,Afternoon,Wednesday,19,4,107,19
Knowledge Village,Morning,Monday,14,4,82,19
Knowledge Village,Evening,Monday,4,4,32,19
Knowledge Village,Evening,Friday,7,0,35,19
Knowledge Village,Afternoon,Monday,19,4,107,19
Knowledge Village,Afternoon,Thursday,9,4,57,19
Knowledge Village,Evening,Wednesday,9,2,51,19
Knowledge Village,Morning,Tuesday,14,4,82,19
Knowledge Village,Evening,Sunday,3,3,24,19
Knowledge Village,Afternoon,Wednesday,14,0,70,19
Knowledge Village,Afternoon,Thursday,9,9,72,19
Knowledge Village,Morning,Saturday,1,0,5,19
Knowledge Village,Morning,Thursday,9,0,45,19
Knowledge Village,Afternoon,Thursday,9,0,45,19
Knowledge Village,Morning,Saturday,3,1,18,19
Knowledge Village,Evening,Tuesday,9,0,45,19
Knowledge Village,Evening,Sunday,3,1,18,19
Knowledge Village,Afternoon,Sunday,0,0,0,20
Knowledge Village,Afternoon,Sunday,1,0,5,20
Knowledge Village,Afternoon,Wednesday,1,0,5,20
Knowledge Village,Morning,Tuesday,19,4,107,20
Knowledge Village,Morning,Wednesday,9,0,45,20
Knowledge Village,Afternoon,Tuesday,19,4,107,20
Knowledge Village,Afternoon,Tuesday,9,9,72,20
Knowledge Village,Evening,Wednesday,7,4,47,20
Knowledge Village,Morning,Thursday,2,0,10,20
Knowledge Village,Morning,Thursday,4,4,32,20
Knowledge Village,Evening,Wednesday,2,0,10,20
Knowledge Village,Afternoon,Thursday,9,9,72,20
Knowledge Village,Evening,Saturday,4,0,20,20
Knowledge Village,Evening,Saturday,4,3,29,20
Knowledge Village,Afternoon,Tuesday,19,9,122,20
Knowledge Village,Afternoon,Sunday,1,0,5,20
Knowledge Village,Morning,Sunday,7,1,38,20
Knowledge Village,Afternoon,Sunday,4,0,20,20
Knowledge Village,Evening,Monday,2,4,22,20
Knowledge Village,Evening,Tuesday,9,0,45,20
Knowledge Village,Evening,Thursday,7,2,41,20
Knowledge Village,Afternoon,Friday,7,1,38,20
Knowledge Village,Afternoon,Monday,19,0,95,20
Knowledge Village,Afternoon,Thursday,9,0,45,20
Knowledge Village,Morning,Sunday,4,1,23,20
Knowledge Village,Afternoon,Saturday,4,3,29,20
Knowledge Village,Morning,Thursday,9,9,72,20
Knowledge Village,Afternoon,Wednesday,9,9,72,20
Knowledge Village,Morning,Sunday,1,1,8,20
Knowledge Village,Evening,Saturday,3,3,24,20
Knowledge Village,Evening,Tuesday,0,0,0,21
Knowledge Village,Evening,Sunday,4,3,29,21
Knowledge Village,Evening,Tuesday,9,0,45,21
Knowledge Village,Afternoon,Thursday,9,0,45,21
Knowledge Village,Evening,Wednesday,0,0,0,21
Knowledge Village,Afternoon,Sunday,2,0,10,21
Knowledge Village,Afternoon,Monday,14,0,70,21
Knowledge Village,Afternoon,Friday,4,3,29,21
Knowledge Village,Morning,Sunday,7,3,44,21
Knowledge Village,Afternoon,Monday,9,0,45,21
Knowledge Village,Afternoon,Sunday,3,3,24,21
Knowledge Village,Morning,Friday,3,1,18,21
Knowledge Village,Morning,Tuesday,14,4,82,21
Knowledge Village,Evening,Monday,9,2,51,21
Knowledge Village,Evening,Wednesday,4,2,26,21
Knowledge Village,Morning,Wednesday,19,9,122,21
Knowledge Village,Evening,Sunday,7,0,35,21
Knowledge Village,Evening,Saturday,3,3,24,21
Knowledge Village,Morning,Tuesday,14,0,70,21
Knowledge Village,Evening,Monday,9,4,57,21
Knowledge Village,Evening,Tuesday,4,4,32,21
Knowledge Village,Morning,Tuesday,9,4,57,21
Knowledge Village,Afternoon,Saturday,4,1,23,21
Knowledge Village,Morning,Friday,7,3,44,21
Knowledge Village,Evening,Friday,4,0,20,21
Knowledge Village,Afternoon,Friday,2,0,10,22
Knowledge Village,Morning,Sunday,3,1,18,22
Knowledge Village,Afternoon,Wednesday,4,0,20,22
Knowledge Village,Morning,Tuesday,19,0,95,22
Knowledge Village,Morning,Saturday,1,0,5,22
Knowledge Village,Evening,Sunday,7,1,38,22
Knowledge Village,Morning,Saturday,1,3,14,22
Knowledge Village,Evening,Sunday,4,0,20,22
Knowledge Village,Afternoon,Thursday,1,0,5,22
Knowledge Village,Afternoon,Tuesday,14,4,82,22
Knowledge Village,Evening,Tuesday,7,2,41,22
Knowledge Village,Morning,Saturday,7,1,38,22
Knowledge Village,Evening,Saturday,3,3,24,22
Knowledge Village,Evening,Thursday,7,4,47,22
Knowledge Village,Evening,Saturday,1,0,5,22
Knowledge Village,Afternoon,Thursday,1,0,5,22
Knowledge Village,Afternoon,Tuesday,1,1,8,22
Knowledge Village,Evening,Sunday,2,1,13,22
Knowledge Village,Afternoon,Saturday,1,1,8,22
Knowledge Village,Evening,Tuesday,2,0,10,22
Knowledge Village,Evening,Friday,1,1,8,22
Knowledge Village,Morning,Wednesday,19,0,95,22
Knowledge Village,Morning,Thursday,19,0,95,22
Knowledge Village,Afternoon,Sunday,1,0,5,22
Knowledge Village,Morning,Thursday,9,4,57,22
Knowledge Village,Morning,Saturday,1,3,14,22
Knowledge Village,Afternoon,Sunday,7,0,35,22
Knowledge Village,Evening,Wednesday,7,2,41,22
Knowledge Village,Morning,Monday,19,9,122,22
Knowledge Village,Afternoon,Wednesday,9,4,57,22
Knowledge Village,Evening,Thursday,4,2,26,22
Knowledge Village,Afternoon,Wednesday,19,9,122,22
Knowledge Village,Evening,Monday,4,2,26,22
Knowledge Village,Evening,Friday,3,0,15,22
Knowledge Village,Morning,Thursday,4,4,32,22
Knowledge Village,Afternoon,Monday,19,0,95,23
Knowledge Village,Morning,Sunday,2,1,13,23
Knowledge Village,Morning,Thursday,14,9,97,23
Knowledge Village,Morning,Wednesday,4,9,47,23
Knowledge Village,Afternoon,Thursday,4,0,20,23
Knowledge Village,Morning,Friday,4,0,20,23
Knowledge Village,Afternoon,Tuesday,4,4,32,23
Knowledge Village,Afternoon,Friday,1,1,8,23
Knowledge Village,Afternoon,Monday,2,0,10,23
Knowledge Village,Evening,Tuesday,7,4,47,23
Knowledge Village,Afternoon,Tuesday,4,9,47,23
Knowledge Village,Afternoon,Friday,3,3,24,23
Knowledge Village,Morning,Monday,4,0,20,23
Knowledge Village,Afternoon,Sunday,4,3,29,23
Knowledge Village,Afternoon,Thursday,2,1,13,23
Knowledge Village,Morning,Tuesday,2,0,10,23
Knowledge Village,Morning,Monday,2,0,10,23
Knowledge Village,Morning,Tuesday,19,4,107,23
Knowledge Village,Morning,Wednesday,14,4,82,23
Knowledge Village,Morning,Saturday,1,3,14,23
Knowledge Village,Morning,Sunday,4,1,23,23
Knowledge Village,Evening,Sunday,1,3,14,23
Knowledge Village,Morning,Thursday,19,4,107,23
Knowledge Village,Afternoon,Thursday,1,1,8,23
Knowledge Village,Afternoon,Tuesday,1,0,5,23
Knowledge Village,Evening,Thursday,4,2,26,23
Knowledge Village,Evening,Friday,7,1,38,23
Knowledge Village,Afternoon,Sunday,1,3,14,23
Knowledge Village,Afternoon,Thursday,19,4,107,23
Knowledge Village,Afternoon,Sunday,1,3,14,23
Knowledge Village,Afternoon,Saturday,1,1,8,23
Knowledge Village,Morning,Wednesday,14,4,82,23
Knowledge Village,Morning,Saturday,7,0,35,23
Knowledge Village,Afternoon,Saturday,7,1,38,23
Knowledge Village,Evening,Tuesday,7,4,47,23
Knowledge Village,Evening,Thursday,2,2,16,23
Knowledge Village,Morning,Friday,1,0,5,23
Knowledge Village,Morning,Saturday,7,0,35,23
Knowledge Village,Afternoon,Wednesday,14,0,70,23
Knowledge Village,Afternoon,Friday,3,1,18,23
Knowledge Village,Afternoon,Saturday,4,0,20,23
Knowledge Village,Evening,Sunday,7,0,35,23
Knowledge Village,Afternoon,Monday,4,4,32,23
Knowledge Village,Evening,Thursday,7,4,47,23
Knowledge Village,Afternoon,Tuesday,9,0,45,23
Knowledge Village,Afternoon,Thursday,4,4,32,23
Knowledge Village,Evening,Tuesday,2,0,10,23
Knowledge Village,Evening,Sunday,4,3,29,23
Knowledge Village,Evening,Saturday,4,3,29,23
Knowledge Village,Morning,Wednesday,4,4,32,23
Knowledge Village,Evening,Wednesday,2,4,22,23
Knowledge Village,Morning,Sunday,7,1,38,23
Knowledge Village,Afternoon,Tuesday,9,0,45,23
Knowledge Village,Afternoon,Friday,3,3,24,23
Knowledge Village,Afternoon,Sunday,7,0,35,23
