Location,Time,Day of Week,Number of Drinks,Number of Pastries,Total Bill,Age,Age_group
DIFC,Morning,Monday,12,4,72,68,50+
DIFC,Morning,Monday,8,0,40,69,50+
DIFC,Morning,Monday,8,8,64,71,50+
DIFC,Morning,Monday,16,4,92,62,50+
DIFC,Morning,Monday,12,4,72,60,50+
DIFC,Morning,Monday,4,8,44,71,50+
DIFC,Morning,Monday,4,8,44,58,50+
DIFC,Morning,Monday,12,0,60,57,50+
DIFC,Morning,Monday,16,0,80,85,50+
DIFC,Morning,Monday,12,8,84,67,50+
Dubai Mall,Afternoon,Saturday,1,0,5,18,18-24
Dubai Mall,Morning,Monday,0,0,0,19,18-24
Dubai Mall,Evening,Friday,1,1,8,20,18-24
Dubai Mall,Afternoon,Tuesday,1,0,5,20,18-24
Dubai Mall,Evening,Sunday,1,1,8,20,18-24
Dubai Mall,Morning,Saturday,1,0,5,20,18-24
Dubai Mall,Morning,Sunday,1,0,5,20,18-24
Dubai Mall,Afternoon,Wednesday,1,0,5,22,18-24
Dubai Mall,Evening,Thursday,0,0,0,22,18-24
Dubai Mall,Morning,Wednesday,1,0,5,22,18-24
Dubai Mall,Evening,Friday,0,1,3,23,18-24
Dubai Mall,Morning,Friday,1,0,5,24,25-35
Dubai Mall,Morning,Friday,2,0,10,25,25-35
Dubai Mall,Morning,Friday,1,1,8,26,25-35
Dubai Mall,Evening,Thursday,0,0,0,26,25-35
Dubai Mall,Afternoon,Wednesday,1,0,5,26,25-35
Dubai Mall,Morning,Wednesday,2,0,10,27,25-35
Dubai Mall,Afternoon,Tuesday,1,1,8,27,25-35
Dubai Mall,Morning,Tuesday,1,0,5,27,25-35
Dubai Mall,Evening,Wednesday,0,0,0,27,25-35
Dubai Mall,Evening,Thursday,0,1,3,28,25-35
Dubai Mall,Evening,Friday,2,0,10,29,25-35
Dubai Mall,Afternoon,Monday,1,1,8,30,25-35
Dubai Mall,Morning,Tuesday,1,0,5,30,25-35
Dubai Mall,Evening,Friday,16,0,80,18,18-24
Dubai Mall,Evening,Sunday,12,0,60,18,18-24
Dubai Mall,Afternoon,Monday,3,0,15,18,18-24
Dubai Mall,Morning,Thursday,1,2,11,18,18-24
Dubai Mall,Afternoon,Monday,1,0,5,18,18-24
Dubai Mall,Afternoon,Sunday,16,8,104,18,18-24
Dubai Mall,Morning,Sunday,16,4,92,18,18-24
Dubai Mall,Afternoon,Tuesday,2,2,16,18,18-24
Dubai Mall,Morning,Thursday,4,0,20,18,18-24
Dubai Mall,Morning,Tuesday,3,0,15,19,18-24
Dubai Mall,Evening,Thursday,3,2,21,19,18-24
Dubai Mall,Afternoon,Saturday,16,8,104,19,18-24
Dubai Mall,Evening,Monday,1,0,5,19,18-24
Dubai Mall,Morning,Friday,4,4,32,19,18-24
Dubai Mall,Evening,Monday,3,0,15,19,18-24
Dubai Mall,Evening,Saturday,16,0,80,19,18-24
Dubai Mall,Morning,Monday,1,2,11,19,18-24
Dubai Mall,Morning,Tuesday,4,2,26,19,18-24
Dubai Mall,Morning,Thursday,1,1,8,19,18-24
Dubai Mall,Afternoon,Monday,2,2,16,20,18-24
Dubai Mall,Evening,Tuesday,1,2,11,20,18-24
Dubai Mall,Morning,Friday,4,4,32,20,18-24
Dubai Mall,Afternoon,Monday,2,2,16,20,18-24
Dubai Mall,Evening,Sunday,4,0,20,20,18-24
Dubai Mall,Evening,Monday,2,1,13,20,18-24
Dubai Mall,Afternoon,Thursday,2,0,10,20,18-24
Dubai Mall,Morning,Wednesday,1,0,5,21,18-24
Dubai Mall,Evening,Monday,4,1,23,21,18-24
Dubai Mall,Morning,Friday,16,4,92,21,18-24
Dubai Mall,Morning,Friday,8,4,52,21,18-24
Dubai Mall,Morning,Thursday,1,2,11,21,18-24
Dubai Mall,Afternoon,Friday,4,8,44,21,18-24
Dubai Mall,Evening,Saturday,16,4,92,21,18-24
Dubai Mall,Evening,Monday,3,1,18,21,18-24
Dubai Mall,Afternoon,Thursday,3,0,15,21,18-24
Dubai Mall,Evening,Friday,4,4,32,21,18-24
Dubai Mall,Evening,Sunday,8,8,64,21,18-24
Dubai Mall,Afternoon,Thursday,4,0,20,22,18-24
Dubai Mall,Evening,Monday,3,0,15,22,18-24
Dubai Mall,Afternoon,Tuesday,2,0,10,22,18-24
Dubai Mall,Morning,Thursday,4,2,26,22,18-24
Dubai Mall,Afternoon,Saturday,16,8,104,22,18-24
Dubai Mall,Morning,Saturday,8,0,40,22,18-24
Dubai Mall,Morning,Sunday,12,8,84,22,18-24
Dubai Mall,Afternoon,Monday,4,0,20,22,18-24
Dubai Mall,Afternoon,Thursday,2,1,13,22,18-24
Dubai Mall,Evening,Tuesday,3,0,15,22,18-24
Dubai Mall,Morning,Wednesday,2,0,10,22,18-24
Dubai Mall,Afternoon,Sunday,16,4,92,22,18-24
Dubai Mall,Morning,Thursday,1,0,5,23,18-24
Dubai Mall,Afternoon,Saturday,4,0,20,23,18-24
Dubai Mall,Afternoon,Saturday,4,0,20,23,18-24
Dubai Mall,Evening,Tuesday,1,2,11,23,18-24
Dubai Mall,Morning,Thursday,4,2,26,23,18-24
Dubai Mall,Evening,Friday,4,4,32,23,18-24
Dubai Mall,Evening,Friday,4,0,20,23,18-24
Dubai Mall,Evening,Wednesday,4,1,23,23,18-24
Dubai Mall,Evening,Saturday,16,0,80,24,25-35
Dubai Mall,Morning,Saturday,12,0,60,24,25-35
Dubai Mall,Evening,Sunday,8,4,52,24,25-35
Dubai Mall,Afternoon,Wednesday,3,1,18,24,25-35
Dubai Mall,Evening,Tuesday,1,0,5,24,25-35
Dubai Mall,Morning,Sunday,4,8,44,24,25-35
Dubai Mall,Afternoon,Sunday,16,8,104,24,25-35
Dubai Mall,Afternoon,Wednesday,3,0,15,24,25-35
Dubai Mall,Morning,Thursday,2,2,16,24,25-35
Dubai Mall,Afternoon,Friday,12,8,84,24,25-35
Dubai Mall,Evening,Friday,16,0,80,25,25-35
Dubai Mall,Morning,Monday,3,0,15,25,25-35
Dubai Mall,Evening,Tuesday,1,0,5,25,25-35
Dubai Mall,Afternoon,Monday,1,2,11,25,25-35
Dubai Mall,Afternoon,Tuesday,3,1,18,25,25-35
Dubai Mall,Morning,Tuesday,4,0,20,25,25-35
Dubai Mall,Evening,Tuesday,4,0,20,25,25-35
Dubai Mall,Evening,Saturday,8,0,40,25,25-35
Dubai Mall,Afternoon,Wednesday,2,1,13,26,25-35
Dubai Mall,Afternoon,Monday,3,0,15,26,25-35
Dubai Mall,Afternoon,Sunday,4,4,32,26,25-35
Dubai Mall,Morning,Sunday,8,4,52,26,25-35
Dubai Mall,Afternoon,Thursday,4,1,23,26,25-35
Dubai Mall,Evening,Sunday,4,8,44,26,25-35
Dubai Mall,Evening,Sunday,8,8,64,26,25-35
Dubai Mall,Evening,Tuesday,4,1,23,26,25-35
Dubai Mall,Evening,Monday,3,1,18,26,25-35
Dubai Mall,Afternoon,Sunday,8,0,40,26,25-35
Dubai Mall,Evening,Tuesday,2,2,16,26,25-35
Dubai Mall,Afternoon,Friday,12,8,84,27,25-35
Dubai Mall,Evening,Sunday,4,0,20,27,25-35
Dubai Mall,Morning,Monday,3,1,18,27,25-35
Dubai Mall,Evening,Thursday,1,0,5,27,25-35
Dubai Mall,Morning,Monday,1,0,5,27,25-35
Dubai Mall,Morning,Tuesday,4,0,20,27,25-35
Dubai Mall,Morning,Thursday,2,0,10,27,25-35
Dubai Mall,Morning,Friday,16,4,92,27,25-35
Dubai Mall,Evening,Monday,2,2,16,27,25-35
Dubai Mall,Evening,Tuesday,1,2,11,27,25-35
Dubai Mall,Afternoon,Friday,8,4,52,27,25-35
Dubai Mall,Evening,Saturday,4,4,32,27,25-35
Dubai Mall,Morning,Saturday,16,4,92,27,25-35
Dubai Mall,Evening,Saturday,8,8,64,28,25-35
Dubai Mall,Afternoon,Sunday,8,0,40,28,25-35
Dubai Mall,Morning,Sunday,4,0,20,28,25-35
Dubai Mall,Evening,Wednesday,4,1,23,28,25-35
Dubai Mall,Evening,Wednesday,4,2,26,28,25-35
Dubai Mall,Evening,Thursday,4,1,23,28,25-35
Dubai Mall,Afternoon,Monday,3,1,18,29,25-35
Dubai Mall,Morning,Saturday,12,4,72,29,25-35
Dubai Mall,Evening,Friday,8,0,40,29,25-35
Dubai Mall,Afternoon,Friday,12,8,84,29,25-35
Dubai Mall,Morning,Friday,16,4,92,29,25-35
Dubai Mall,Evening,Sunday,8,4,52,29,25-35
Dubai Mall,Morning,Friday,16,0,80,29,25-35
Dubai Mall,Morning,Saturday,12,4,72,29,25-35
Dubai Mall,Morning,Thursday,2,1,13,29,25-35
Dubai Mall,Afternoon,Wednesday,2,0,10,29,25-35
Dubai Mall,Evening,Monday,1,1,8,29,25-35
Dubai Mall,Morning,Saturday,8,8,64,29,25-35
Dubai Mall,Afternoon,Saturday,4,4,32,29,25-35
Dubai Mall,Evening,Wednesday,2,2,16,30,25-35
Dubai Mall,Morning,Wednesday,4,2,26,30,25-35
Dubai Mall,Morning,Sunday,12,8,84,30,25-35
Dubai Mall,Afternoon,Tuesday,3,1,18,30,25-35
Dubai Mall,Afternoon,Thursday,2,2,16,30,25-35
Dubai Mall,Morning,Thursday,3,0,15,30,25-35
Dubai Mall,Morning,Thursday,1,2,11,31,25-35
Dubai Mall,Afternoon,Friday,12,4,72,31,25-35
Dubai Mall,Evening,Sunday,12,4,72,31,25-35
Dubai Mall,Morning,Sunday,12,0,60,31,25-35
Dubai Mall,Afternoon,Thursday,4,2,26,31,25-35
Dubai Mall,Morning,Tuesday,3,1,18,31,25-35
Dubai Mall,Morning,Tuesday,2,1,13,31,25-35
Dubai Mall,Evening,Sunday,4,8,44,31,25-35
Dubai Mall,Afternoon,Sunday,4,4,32,31,25-35
Dubai Mall,Evening,Thursday,2,2,16,32,25-35
Dubai Mall,Morning,Monday,2,0,10,32,25-35
Dubai Mall,Morning,Wednesday,2,1,13,32,25-35
Dubai Mall,Morning,Saturday,16,4,92,32,25-35
Dubai Mall,Evening,Tuesday,3,0,15,32,25-35
Dubai Mall,Evening,Thursday,3,2,21,33,25-35
Dubai Mall,Evening,Saturday,4,4,32,33,25-35
Dubai Mall,Evening,Sunday,12,4,72,33,25-35
Dubai Mall,Afternoon,Friday,4,8,44,33,25-35
Dubai Mall,Evening,Wednesday,3,2,21,33,25-35
Dubai Mall,Morning,Tuesday,4,1,23,33,25-35
Dubai Mall,Evening,Monday,3,0,15,33,25-35
Dubai Mall,Morning,Sunday,8,8,64,34,25-35
Dubai Mall,Afternoon,Friday,12,4,72,34,25-35
Dubai Mall,Morning,Wednesday,3,1,18,34,25-35
Dubai Mall,Evening,Thursday,1,1,8,34,25-35
Dubai Mall,Evening,Wednesday,2,0,10,34,25-35
Dubai Mall,Evening,Saturday,4,4,32,34,25-35
Dubai Mall,Afternoon,Friday,16,8,104,34,25-35
Dubai Mall,Morning,Tuesday,4,2,26,34,25-35
Dubai Mall,Evening,Wednesday,2,0,10,34,25-35
Dubai Mall,Morning,Monday,4,1,23,34,25-35
Dubai Mall,Afternoon,Saturday,12,8,84,34,25-35
Dubai Mall,Evening,Friday,12,4,72,35,35-50
Dubai Mall,Morning,Tuesday,4,2,26,35,35-50
Dubai Mall,Afternoon,Tuesday,2,2,16,35,35-50
Dubai Mall,Afternoon,Sunday,8,8,64,35,35-50
Dubai Mall,Morning,Wednesday,3,2,21,35,35-50
Dubai Mall,Afternoon,Tuesday,2,1,13,35,35-50
Dubai Mall,Morning,Saturday,16,4,92,36,35-50
Dubai Mall,Morning,Thursday,4,1,23,36,35-50
Dubai Mall,Afternoon,Thursday,3,1,18,36,35-50
Dubai Mall,Afternoon,Sunday,8,0,40,36,35-50
Dubai Mall,Afternoon,Wednesday,1,1,8,36,35-50
Dubai Mall,Afternoon,Thursday,1,2,11,37,35-50
Dubai Mall,Afternoon,Tuesday,4,1,23,37,35-50
Dubai Mall,Afternoon,Wednesday,1,2,11,37,35-50
Dubai Mall,Morning,Friday,12,8,84,37,35-50
Dubai Mall,Afternoon,Saturday,8,0,40,37,35-50
Dubai Mall,Evening,Monday,2,2,16,37,35-50
Dubai Mall,Afternoon,Thursday,2,2,16,37,35-50
Dubai Mall,Morning,Wednesday,4,0,20,37,35-50
Dubai Mall,Morning,Monday,1,0,5,38,35-50
Dubai Mall,Morning,Thursday,1,2,11,38,35-50
Dubai Mall,Morning,Sunday,12,0,60,38,35-50
Dubai Mall,Evening,Friday,16,4,92,38,35-50
Dubai Mall,Morning,Sunday,4,4,32,38,35-50
Dubai Mall,Afternoon,Friday,8,4,52,38,35-50
Dubai Mall,Morning,Thursday,1,0,5,38,35-50
Dubai Mall,Morning,Friday,12,0,60,38,35-50
Dubai Mall,Evening,Saturday,4,0,20,39,35-50
Dubai Mall,Morning,Thursday,4,2,26,39,35-50
Dubai Mall,Evening,Monday,2,2,16,39,35-50
Dubai Mall,Afternoon,Monday,3,0,15,39,35-50
Dubai Mall,Afternoon,Thursday,2,0,10,39,35-50
Dubai Mall,Evening,Wednesday,1,0,5,39,35-50
Dubai Mall,Morning,Wednesday,1,2,11,39,35-50
Dubai Mall,Morning,Thursday,3,0,15,39,35-50
Dubai Mall,Afternoon,Monday,2,1,13,39,35-50
Dubai Mall,Morning,Monday,2,0,10,39,35-50
Dubai Mall,Afternoon,Thursday,1,1,8,39,35-50
Dubai Mall,Evening,Monday,1,2,11,40,35-50
Dubai Mall,Afternoon,Wednesday,1,2,11,40,35-50
Dubai Mall,Morning,Tuesday,3,0,15,40,35-50
Dubai Mall,Morning,Tuesday,4,1,23,40,35-50
Dubai Mall,Evening,Wednesday,1,2,11,40,35-50
Dubai Mall,Evening,Friday,12,0,60,40,35-50
Dubai Mall,Afternoon,Monday,3,1,18,40,35-50
Dubai Mall,Evening,Wednesday,4,1,23,40,35-50
Dubai Mall,Evening,Saturday,12,4,72,40,35-50
Dubai Mall,Morning,Friday,16,8,104,41,35-50
Dubai Mall,Afternoon,Thursday,4,0,20,41,35-50
Dubai Mall,Afternoon,Tuesday,3,0,15,41,35-50
Dubai Mall,Afternoon,Sunday,12,8,84,41,35-50
Dubai Mall,Morning,Wednesday,1,1,8,41,35-50
Dubai Mall,Afternoon,Friday,16,0,80,41,35-50
Dubai Mall,Evening,Monday,1,1,8,41,35-50
Dubai Mall,Evening,Thursday,1,1,8,41,35-50
Dubai Mall,Evening,Saturday,12,4,72,41,35-50
Dubai Mall,Evening,Saturday,16,0,80,41,35-50
Dubai Mall,Afternoon,Monday,3,2,21,41,35-50
Dubai Mall,Afternoon,Tuesday,3,1,18,42,35-50
Dubai Mall,Afternoon,Monday,1,2,11,42,35-50
Dubai Mall,Morning,Friday,4,8,44,43,35-50
Dubai Mall,Evening,Saturday,16,0,80,43,35-50
Dubai Mall,Afternoon,Thursday,1,0,5,43,35-50
Dubai Mall,Morning,Saturday,8,8,64,43,35-50
Dubai Mall,Afternoon,Thursday,4,2,26,43,35-50
Dubai Mall,Evening,Thursday,4,0,20,43,35-50
Dubai Mall,Evening,Wednesday,3,2,21,43,35-50
Dubai Mall,Afternoon,Friday,4,0,20,43,35-50
Dubai Mall,Afternoon,Wednesday,1,2,11,43,35-50
Dubai Mall,Morning,Friday,4,4,32,44,35-50
Dubai Mall,Evening,Friday,12,8,84,44,35-50
Dubai Mall,Afternoon,Tuesday,4,0,20,44,35-50
Dubai Mall,Evening,Sunday,8,8,64,44,35-50
Dubai Mall,Evening,Tuesday,4,0,20,44,35-50
Dubai Mall,Evening,Thursday,4,0,20,44,35-50
Dubai Mall,Morning,Friday,8,8,64,45,35-50
Dubai Mall,Evening,Wednesday,4,2,26,45,35-50
Dubai Mall,Afternoon,Thursday,2,2,16,45,35-50
Dubai Mall,Morning,Saturday,8,0,40,45,35-50
Dubai Mall,Morning,Saturday,12,4,72,45,35-50
Dubai Mall,Evening,Saturday,4,4,32,45,35-50
Dubai Mall,Evening,Friday,4,8,44,45,35-50
Dubai Mall,Afternoon,Thursday,3,0,15,45,35-50
Dubai Mall,Morning,Friday,8,8,64,45,35-50
Dubai Mall,Afternoon,Saturday,8,8,64,45,35-50
Dubai Mall,Morning,Wednesday,4,1,23,45,35-50
Dubai Mall,Morning,Sunday,12,8,84,46,35-50
Dubai Mall,Morning,Wednesday,2,1,13,46,35-50
Dubai Mall,Morning,Monday,2,2,16,46,35-50
Dubai Mall,Morning,Wednesday,3,0,15,46,35-50
Dubai Mall,Morning,Monday,2,1,13,46,35-50
Dubai Mall,Morning,Sunday,12,0,60,47,35-50
Dubai Mall,Evening,Sunday,4,4,32,47,35-50
Dubai Mall,Afternoon,Sunday,12,8,84,47,35-50
Dubai Mall,Morning,Sunday,4,4,32,47,35-50
Dubai Mall,Evening,Tuesday,1,0,5,47,35-50
Dubai Mall,Evening,Thursday,3,0,15,47,35-50
Dubai Mall,Morning,Wednesday,2,2,16,47,35-50
Dubai Mall,Morning,Monday,4,1,23,47,35-50
Dubai Mall,Afternoon,Sunday,16,0,80,47,35-50
Dubai Mall,Afternoon,Wednesday,4,2,26,47,35-50
Dubai Mall,Morning,Tuesday,3,1,18,47,35-50
Dubai Mall,Morning,Sunday,12,8,84,47,35-50
Dubai Mall,Afternoon,Monday,1,2,11,47,35-50
Dubai Mall,Afternoon,Saturday,12,8,84,48,35-50
Dubai Mall,Morning,Tuesday,4,1,23,48,35-50
Dubai Mall,Afternoon,Friday,16,0,80,48,35-50
Dubai Mall,Evening,Monday,3,1,18,48,35-50
Dubai Mall,Afternoon,Tuesday,4,2,26,48,35-50
Dubai Mall,Afternoon,Monday,2,0,10,49,35-50
Dubai Mall,Afternoon,Tuesday,2,2,16,49,35-50
Dubai Mall,Afternoon,Sunday,16,8,104,49,35-50
Dubai Mall,Morning,Monday,4,2,26,49,35-50
Dubai Mall,Morning,Sunday,12,8,84,49,35-50
Dubai Mall,Evening,Friday,4,8,44,49,35-50
Dubai Mall,Evening,Thursday,1,2,11,49,35-50
Dubai Mall,Afternoon,Saturday,8,0,40,50,50+
Dubai Mall,Afternoon,Saturday,16,0,80,50,50+
Dubai Mall,Evening,Tuesday,4,1,23,50,50+
Dubai Mall,Evening,Thursday,4,0,20,50,50+
Dubai Mall,Afternoon,Friday,8,8,64,50,50+
Dubai Mall,Morning,Monday,2,0,10,50,50+
Dubai Mall,Morning,Sunday,16,4,92,50,50+
Dubai Mall,Morning,Saturday,8,8,64,50,50+
Dubai Mall,Evening,Thursday,4,2,26,50,50+
Dubai Mall,Evening,Wednesday,2,0,10,50,50+
Dubai Mall,Evening,Tuesday,2,0,10,50,50+
Dubai Mall,Evening,Thursday,4,2,26,51,50+
Dubai Mall,Afternoon,Saturday,12,0,60,51,50+
Dubai Mall,Evening,Tuesday,3,1,18,51,50+
Dubai Mall,Evening,Wednesday,4,2,26,51,50+
Dubai Mall,Afternoon,Saturday,16,4,92,51,50+
Dubai Mall,Morning,Friday,12,0,60,51,50+
Dubai Mall,Morning,Wednesday,4,2,26,51,50+
Dubai Mall,Evening,Monday,1,1,8,51,50+
Dubai Mall,Evening,Monday,2,0,10,52,50+
Dubai Mall,Morning,Wednesday,1,0,5,52,50+
Dubai Mall,Evening,Wednesday,3,1,18,52,50+
Dubai Mall,Afternoon,Tuesday,3,2,21,52,50+
Dubai Mall,Afternoon,Saturday,12,4,72,52,50+
Dubai Mall,Morning,Wednesday,2,1,13,52,50+
Dubai Mall,Morning,Tuesday,2,0,10,52,50+
Dubai Mall,Morning,Monday,2,1,13,52,50+
Dubai Mall,Afternoon,Tuesday,3,1,18,53,50+
Dubai Mall,Morning,Monday,4,0,20,53,50+
Dubai Mall,Evening,Sunday,16,0,80,53,50+
Dubai Mall,Morning,Monday,1,2,11,53,50+
Dubai Mall,Afternoon,Monday,3,2,21,53,50+
Dubai Mall,Evening,Wednesday,3,0,15,53,50+
Dubai Mall,Afternoon,Wednesday,3,0,15,54,50+
Dubai Mall,Evening,Friday,16,4,92,54,50+
Dubai Mall,Morning,Saturday,12,4,72,54,50+
Dubai Mall,Afternoon,Sunday,16,4,92,54,50+
Dubai Mall,Evening,Sunday,16,0,80,54,50+
Dubai Mall,Afternoon,Sunday,12,4,72,55,50+
Dubai Mall,Evening,Tuesday,3,0,15,55,50+
Dubai Mall,Evening,Sunday,8,0,40,55,50+
Dubai Mall,Afternoon,Sunday,8,0,40,55,50+
Dubai Mall,Evening,Monday,4,1,23,55,50+
Dubai Mall,Morning,Saturday,8,4,52,55,50+
Dubai Mall,Afternoon,Friday,4,0,20,55,50+
Dubai Mall,Evening,Thursday,4,1,23,55,50+
Dubai Mall,Evening,Sunday,12,8,84,55,50+
Dubai Mall,Morning,Monday,1,2,11,74,50+
Dubai Mall,Morning,Wednesday,1,2,11,63,50+
Dubai Mall,Morning,Saturday,12,4,72,74,50+
Dubai Mall,Morning,Tuesday,2,2,16,82,50+
Dubai Mall,Morning,Thursday,2,2,16,65,50+
Dubai Mall,Morning,Saturday,16,4,92,63,50+
Dubai Mall,Afternoon,Wednesday,2,1,13,59,50+
Dubai Mall,Afternoon,Friday,12,0,60,83,50+
Dubai Mall,Evening,Thursday,2,2,16,74,50+
Dubai Mall,Evening,Saturday,8,0,40,77,50+
Dubai Mall,Morning,Tuesday,4,0,20,79,50+
Dubai Mall,Morning,Thursday,3,2,21,73,50+
Dubai Mall,Afternoon,Monday,4,0,20,81,50+
Dubai Mall,Afternoon,Friday,8,4,52,79,50+
Dubai Mall,Evening,Wednesday,1,1,8,81,50+
Dubai Mall,Evening,Friday,12,0,60,78,50+
Dubai Mall,Afternoon,Wednesday,4,2,26,66,50+
Dubai Mall,Afternoon,Saturday,8,4,52,82,50+
Dubai Mall,Evening,Tuesday,3,2,21,59,50+
Dubai Mall,Evening,Wednesday,1,0,5,71,50+
Dubai Mall,Evening,Friday,8,8,64,81,50+
Dubai Mall,Afternoon,Wednesday,2,2,16,69,50+
Dubai Mall,Evening,Wednesday,3,2,21,72,50+
Dubai Mall,Evening,Friday,8,8,64,81,50+
Dubai Mall,Evening,Saturday,16,0,80,64,50+
Dubai Mall,Morning,Tuesday,2,2,16,61,50+
Dubai Mall,Evening,Saturday,4,4,32,82,50+
Dubai Mall,Evening,Sunday,4,4,32,85,50+
Dubai Mall,Morning,Friday,4,4,32,67,50+
Dubai Mall,Afternoon,Wednesday,3,1,18,56,50+
Dubai Mall,Afternoon,Sunday,12,4,72,64,50+
Dubai Mall,Morning,Wednesday,2,2,16,67,50+
Dubai Mall,Afternoon,Sunday,16,0,80,78,50+
Dubai Mall,Morning,Tuesday,2,2,16,61,50+
Dubai Mall,Afternoon,Wednesday,3,1,18,78,50+
Dubai Mall,Afternoon,Thursday,1,2,11,81,50+
Dubai Mall,Afternoon,Saturday,8,8,64,79,50+
Dubai Mall,Evening,Thursday,2,1,13,59,50+
Dubai Mall,Evening,Friday,4,4,32,72,50+
Dubai Mall,Morning,Monday,1,2,11,70,50+
Dubai Mall,Afternoon,Tuesday,3,1,18,64,50+
Dubai Mall,Afternoon,Wednesday,2,0,10,56,50+
Dubai Mall,Afternoon,Thursday,3,1,18,65,50+
Dubai Mall,Morning,Saturday,16,8,104,67,50+
Dubai Mall,Afternoon,Tuesday,3,2,21,64,50+
Dubai Mall,Afternoon,Wednesday,3,2,21,68,50+
Dubai Mall,Evening,Monday,1,2,11,59,50+
Dubai Mall,Evening,Tuesday,2,2,16,76,50+
Dubai Mall,Morning,Tuesday,1,0,5,73,50+
Dubai Mall,Morning,Sunday,12,8,84,84,50+
Dubai Mall,Evening,Thursday,4,1,23,80,50+
Dubai Mall,Morning,Monday,3,0,15,79,50+
Dubai Mall,Evening,Sunday,16,4,92,82,50+
Dubai Mall,Morning,Saturday,4,4,32,66,50+
Dubai Mall,Afternoon,Wednesday,4,2,26,63,50+
Dubai Mall,Afternoon,Saturday,8,8,64,67,50+
Dubai Mall,Evening,Thursday,1,1,8,68,50+
Dubai Mall,Morning,Friday,4,0,20,73,50+
Dubai Mall,Afternoon,Monday,1,0,5,71,50+
Dubai Mall,Afternoon,Wednesday,1,0,5,67,50+
Dubai Mall,Afternoon,Saturday,16,0,80,79,50+
Dubai Mall,Evening,Tuesday,4,1,23,66,50+
Dubai Mall,Evening,Friday,12,0,60,77,50+
Dubai Mall,Morning,Friday,12,0,60,59,50+
Dubai Mall,Morning,Saturday,16,8,104,74,50+
Dubai Mall,Morning,Sunday,4,8,44,60,50+
Dubai Mall,Afternoon,Tuesday,1,1,8,63,50+
Dubai Mall,Afternoon,Saturday,16,0,80,78,50+
Dubai Mall,Morning,Sunday,16,4,92,67,50+
Dubai Mall,Afternoon,Monday,1,0,5,85,50+
Dubai Mall,Afternoon,Tuesday,3,0,15,73,50+
Dubai Mall,Afternoon,Friday,4,8,44,65,50+
Dubai Mall,Afternoon,Sunday,16,8,104,75,50+
Dubai Mall,Evening,Saturday,4,0,20,76,50+
Dubai Mall,Morning,Wednesday,4,0,20,64,50+
Dubai Mall,Morning,Friday,16,8,104,77,50+
Dubai Mall,Afternoon,Tuesday,1,1,8,76,50+
Dubai Mall,Afternoon,Friday,8,8,64,65,50+
Dubai Mall,Evening,Friday,4,0,20,77,50+
Dubai Mall,Evening,Saturday,16,4,92,57,50+
Dubai Mall,Evening,Sunday,0,0,0,55,50+
Dubai Mall,Morning,Saturday,2,0,10,77,50+
Dubai Mall,Evening,Saturday,1,1,8,64,50+
Dubai Mall,Afternoon,Tuesday,2,1,13,66,50+
Dubai Mall,Evening,Wednesday,0,0,0,84,50+
Dubai Mall,Morning,Friday,2,1,13,76,50+
Dubai Mall,Morning,Thursday,0,1,3,58,50+
Dubai Mall,Morning,Sunday,1,1,8,63,50+
Dubai Mall,Evening,Sunday,2,0,10,66,50+
Dubai Mall,Afternoon,Monday,0,0,0,85,50+
Dubai Mall,Afternoon,Monday,0,0,0,57,50+
Dubai Mall,Evening,Tuesday,1,0,5,82,50+
Dubai Mall,Morning,Wednesday,1,0,5,80,50+
Dubai Mall,Morning,Sunday,1,0,5,64,50+
Dubai Mall,Evening,Thursday,1,1,8,60,50+
Dubai Mall,Morning,Saturday,1,0,5,64,50+
Dubai Mall,Evening,Sunday,1,1,8,78,50+
Dubai Mall,Morning,Friday,2,1,13,66,50+
Dubai Mall,Afternoon,Monday,2,0,10,57,50+
Dubai Mall,Evening,Saturday,1,0,5,62,50+
Dubai Mall,Evening,Friday,1,0,5,61,50+
Dubai Mall,Evening,Saturday,1,0,5,75,50+
Dubai Mall,Morning,Saturday,0,1,3,57,50+
Dubai Mall,Evening,Saturday,1,0,5,59,50+
Dubai Mall,Afternoon,Thursday,1,0,5,58,50+
Dubai Mall,Evening,Sunday,2,0,10,58,50+
Dubai Mall,Morning,Friday,2,0,10,71,50+
Dubai Mall,Afternoon,Thursday,1,0,5,62,50+
Dubai Mall,Afternoon,Saturday,1,0,5,68,50+
Dubai Mall,Evening,Monday,1,0,5,85,50+
Dubai Mall,Evening,Saturday,1,0,5,79,50+
Knowledge Village,Evening,Sunday,1,1,8,16,18-24
Knowledge Village,Afternoon,Friday,4,0,20,16,18-24
Knowledge Village,Evening,Monday,0,0,0,16,18-24
Knowledge Village,Morning,Saturday,0,0,0,16,18-24
Knowledge Village,Evening,Tuesday,1,0,5,16,18-24
Knowledge Village,Evening,Friday,1,1,8,16,18-24
Knowledge Village,Evening,Tuesday,4,2,26,16,18-24
Knowledge Village,Morning,Saturday,2,0,10,16,18-24
Knowledge Village,Afternoon,Friday,2,1,13,16,18-24
Knowledge Village,Morning,Monday,14,4,82,16,18-24
Knowledge Village,Morning,Monday,14,4,82,16,18-24
Knowledge Village,Evening,Wednesday,4,2,26,17,18-24
Knowledge Village,Morning,Saturday,4,3,29,17,18-24
Knowledge Village,Morning,Monday,14,0,70,17,18-24
